日期,时点,甘肃_日前市场出清总电量（MWh）
2026-01-19,03:30,7376.70
2026-01-19,03:45,7407.72
2026-01-19,04:00,7347.15
2026-01-19,04:15,7316.57
2026-01-19,04:30,7238.18
2026-01-19,04:45,7257.19
2026-01-19,05:00,7282.98
2026-01-19,05:15,7246.06
2026-01-19,05:30,7297.31
2026-01-19,05:45,7378.13
2026-01-19,06:00,7435.35
2026-01-19,06:15,7550.67
2026-01-19,06:30,7648.79
2026-01-19,06:45,7744.19
2026-01-19,07:00,7564.90
2026-01-19,07:15,7367.53
2026-01-19,07:30,7392.01
2026-01-19,07:45,7368.75
2026-01-19,08:00,7282.51
2026-01-19,08:15,7316.91
2026-01-19,08:30,7352.01
2026-01-19,08:45,7405.76
2026-01-19,09:00,7440.41
2026-01-19,09:15,7518.84
2026-01-19,09:30,7755.61
2026-01-19,09:45,7890.67
2026-01-19,10:00,8247.03
2026-01-19,10:15,8440.55
2026-01-19,10:30,8319.86
2026-01-19,10:45,8391.65
2026-01-19,11:00,8543.62
2026-01-19,11:15,8535.21
2026-01-19,11:30,8554.64
2026-01-19,11:45,8363.76
2026-01-19,12:00,8359.92
2026-01-19,12:15,8343.70
2026-01-19,12:30,8373.86
2026-01-19,12:45,8259.26
2026-01-19,13:00,8131.69
2026-01-19,13:15,8095.52
2026-01-19,13:30,8089.10
2026-01-19,13:45,8163.85
2026-01-19,14:00,8221.67
2026-01-19,14:15,8182.88
2026-01-19,14:30,8219.76
2026-01-19,14:45,8235.22
2026-01-19,15:00,8125.10
2026-01-19,15:15,8003.64
2026-01-19,15:30,7829.89
2026-01-19,15:45,7765.34
2026-01-19,16:00,7619.31
2026-01-19,16:15,7443.61
2026-01-19,16:30,7618.02
2026-01-19,16:45,7718.98
2026-01-19,17:00,7691.53
2026-01-19,17:15,7832.67
2026-01-19,17:30,7763.33
2026-01-19,17:45,7832.33
2026-01-19,18:00,7951.88
2026-01-19,18:15,8059.83
2026-01-19,18:30,8133.03
2026-01-19,18:45,8154.41
2026-01-19,19:00,8153.06
2026-01-19,19:15,8162.79
2026-01-19,19:30,8138.88
2026-01-19,19:45,8093.49
2026-01-19,20:00,8079.62
2026-01-19,20:15,8059.13
2026-01-19,20:30,7973.15
2026-01-19,20:45,7948.81
2026-01-19,21:00,7912.27
2026-01-19,21:15,7679.43
2026-01-19,21:30,7711.20
2026-01-19,21:45,7665.54
2026-01-19,22:00,7614.90
2026-01-19,22:15,7689.38
2026-01-19,22:30,7666.67
2026-01-19,22:45,7518.72
2026-01-19,23:00,7445.72
2026-01-19,23:15,7333.54
2026-01-19,23:30,7316.57
2026-01-19,23:45,7275.34
2026-01-19,24:00,7212.23
2026-01-20,00:15,7659.40
2026-01-20,00:30,7640.74
2026-01-20,00:45,7654.60
2026-01-20,01:00,7630.98
2026-01-20,01:15,7634.47
2026-01-20,01:30,7582.08
2026-01-20,01:45,7590.90
2026-01-20,02:00,7588.45
2026-01-20,02:15,7603.27
2026-01-20,02:30,7534.73
2026-01-20,02:45,7468.34
2026-01-20,03:00,7380.08
2026-01-20,03:15,7544.52
2026-01-20,03:30,7466.32
2026-01-20,03:45,7476.06
2026-01-20,04:00,7494.06
2026-01-20,04:15,7464.30
2026-01-20,04:30,7464.08
2026-01-20,04:45,7461.06
2026-01-20,05:00,7456.87
2026-01-20,05:15,7424.92
2026-01-20,05:30,7499.02
2026-01-20,05:45,7586.43
2026-01-20,06:00,7626.78
2026-01-20,06:15,7694.84
2026-01-20,06:30,7699.84
2026-01-20,06:45,7725.02
2026-01-20,07:00,7709.19
2026-01-20,07:15,7415.49
2026-01-20,07:30,7502.94
2026-01-20,07:45,7617.23
2026-01-20,08:00,7658.65
2026-01-20,08:15,7600.02
2026-01-20,08:30,7550.18
2026-01-20,08:45,7651.55
2026-01-20,09:00,7695.37
2026-01-20,09:15,7680.88
2026-01-20,09:30,8044.11
2026-01-20,09:45,8237.11
2026-01-20,10:00,8667.33
2026-01-20,10:15,8822.41
2026-01-20,10:30,8789.74
2026-01-20,10:45,8823.72
2026-01-20,11:00,8932.15
2026-01-20,11:15,8851.61
2026-01-20,11:30,8669.08
2026-01-20,11:45,8558.97
2026-01-20,12:00,8594.75
2026-01-20,12:15,8586.12
2026-01-20,12:30,8578.36
2026-01-20,12:45,8539.16
2026-01-20,13:00,8521.50
2026-01-20,13:15,8505.78
2026-01-20,13:30,8566.27
2026-01-20,13:45,8536.76
2026-01-20,14:00,8529.94
2026-01-20,14:15,8540.16
2026-01-20,14:30,8577.48
2026-01-20,14:45,8521.94
2026-01-20,15:00,8532.57
2026-01-20,15:15,8413.73
2026-01-20,15:30,8296.23
2026-01-20,15:45,8202.65
2026-01-20,16:00,8156.07
2026-01-20,16:15,8042.12
2026-01-20,16:30,8025.73
2026-01-20,16:45,8189.93
2026-01-20,17:00,8136.66
2026-01-20,17:15,8297.81
2026-01-20,17:30,8213.30
2026-01-20,17:45,8226.24
2026-01-20,18:00,8247.13
2026-01-20,18:15,8201.90
2026-01-20,18:30,8227.89
2026-01-20,18:45,8257.52
2026-01-20,19:00,8253.60
2026-01-20,19:15,8232.20
2026-01-20,19:30,8212.36
2026-01-20,19:45,8186.40
2026-01-20,20:00,8177.97
2026-01-20,20:15,8142.69
2026-01-20,20:30,8090.94
2026-01-20,20:45,7991.93
2026-01-20,21:00,7641.27
2026-01-20,21:15,7581.67
2026-01-20,21:30,7562.77
2026-01-20,21:45,7440.54
2026-01-20,22:00,7350.56
2026-01-20,22:15,7402.97
2026-01-20,22:30,7462.96
2026-01-20,22:45,7423.83
2026-01-20,23:00,7330.44
2026-01-20,23:15,7189.07
2026-01-20,23:30,7201.56
2026-01-20,23:45,7190.29
2026-01-20,24:00,7190.56
2026-01-21,00:15,7213.48
2026-01-21,00:30,7119.64
2026-01-21,00:45,7102.04
2026-01-21,01:00,7069.81
2026-01-21,01:15,6988.39
2026-01-21,01:30,6983.04
2026-01-21,01:45,6992.59
2026-01-21,02:00,6977.86
2026-01-21,02:15,6975.44
2026-01-21,02:30,6943.64
2026-01-21,02:45,6935.33
2026-01-21,03:00,6891.83
2026-01-21,03:15,6978.14
2026-01-21,03:30,6950.21
2026-01-21,03:45,6951.41
2026-01-21,04:00,6942.19
2026-01-21,04:15,6939
2026-01-21,04:30,6901.62
2026-01-21,04:45,6943.05
2026-01-21,05:00,6905.05
2026-01-21,05:15,6867.71
2026-01-21,05:30,6871.72
2026-01-21,05:45,6877.07
2026-01-21,06:00,6925
2026-01-21,06:15,7177.58
2026-01-21,06:30,7179.85
2026-01-21,06:45,7154.56
2026-01-21,07:00,7174.76
2026-01-21,07:15,7101.87
2026-01-21,07:30,7171.25
2026-01-21,07:45,7186.17
2026-01-21,08:00,7187.85
2026-01-21,08:15,7030.13
2026-01-21,08:30,7082.84
2026-01-21,08:45,7155.48
2026-01-21,09:00,7327.53
2026-01-21,09:15,7449.33
2026-01-21,09:30,7734.56
2026-01-21,09:45,8021.88
2026-01-21,10:00,8280.51
2026-01-21,10:15,8414.96
2026-01-21,10:30,8462.04
2026-01-21,10:45,8678.87
2026-01-21,11:00,8756.61
2026-01-21,11:15,8938.70
2026-01-21,11:30,8765.33
2026-01-21,11:45,8678
2026-01-21,12:00,8832.57
2026-01-21,12:15,8803.16
2026-01-21,12:30,8795.38
2026-01-21,12:45,8799
2026-01-21,13:00,8833.69
2026-01-21,13:15,8842.27
2026-01-21,13:30,8787.93
2026-01-21,13:45,8752.05
2026-01-21,14:00,8757.25
2026-01-21,14:15,8733.85
2026-01-21,14:30,8707.79
2026-01-21,14:45,8757.19
2026-01-21,15:00,8727.05
2026-01-21,15:15,8464.17
2026-01-21,15:30,8328.79
2026-01-21,15:45,8214.42
2026-01-21,16:00,8184.98
2026-01-21,16:15,8131.43
2026-01-21,16:30,8245.23
2026-01-21,16:45,8324
2026-01-21,17:00,8236.67
2026-01-21,17:15,8390.05
2026-01-21,17:30,8164.52
2026-01-21,17:45,8312.54
2026-01-21,18:00,8165.62
2026-01-21,18:15,7980.35
2026-01-21,18:30,8028.10
2026-01-21,18:45,8009.06
2026-01-21,19:00,8153.75
2026-01-21,19:15,8190.44
2026-01-21,19:30,8193.44
2026-01-21,19:45,8217.70
2026-01-21,20:00,8197.42
2026-01-21,20:15,8195.58
2026-01-21,20:30,8136.33
2026-01-21,20:45,8051
2026-01-21,21:00,7898.47
2026-01-21,21:15,7858.54
2026-01-21,21:30,7815.36
2026-01-21,21:45,7650.66
2026-01-21,22:00,7622.06
2026-01-21,22:15,7457.92
2026-01-21,22:30,7439.90
2026-01-21,22:45,7363.63
2026-01-21,23:00,7383.75
2026-01-21,23:15,7170.42
2026-01-21,23:30,7138.40
2026-01-21,23:45,7169.69
2026-01-21,24:00,7155.65
2026-01-22,00:15,7253.31
2026-01-22,00:30,7191.31
2026-01-22,00:45,7136.52
2026-01-22,01:00,7152.17
2026-01-22,01:15,7151.94
2026-01-22,01:30,7180.21
2026-01-22,01:45,7207.04
2026-01-22,02:00,7222.32
2026-01-22,02:15,7216.87
2026-01-22,02:30,7191.67
2026-01-22,02:45,7146.09
2026-01-22,03:00,7148.17
2026-01-22,03:15,7228.05
2026-01-22,03:30,7194.50
2026-01-22,03:45,7171.25
2026-01-22,04:00,7132.01
2026-01-22,04:15,7194.53
2026-01-22,04:30,7166.13
2026-01-22,04:45,7209.65
2026-01-22,05:00,7162.75
2026-01-22,05:15,7239.94
2026-01-22,05:30,7171.77
2026-01-22,05:45,7242.93
2026-01-22,06:00,7235.47
2026-01-22,06:15,7535
2026-01-22,06:30,7540.38
2026-01-22,06:45,7471.60
2026-01-22,07:00,7435.73
2026-01-22,07:15,7260.67
2026-01-22,07:30,7335.87
2026-01-22,07:45,7303.35
2026-01-22,08:00,7346.40
2026-01-22,08:15,7129.25
2026-01-22,08:30,7158.94
2026-01-22,08:45,7286.92
2026-01-22,09:00,7412.70
2026-01-22,09:15,7470.02
2026-01-22,09:30,7726.24
2026-01-22,09:45,7885.91
2026-01-22,10:00,7983.44
2026-01-22,10:15,7963.44
2026-01-22,10:30,8304.12
2026-01-22,10:45,8598.26
2026-01-22,11:00,8852.02
2026-01-22,11:15,8984.64
2026-01-22,11:30,8990.24
2026-01-22,11:45,8959.43
2026-01-22,12:00,8935.14
2026-01-22,12:15,8919.18
2026-01-22,12:30,8904.32
2026-01-22,12:45,8855.17
2026-01-22,13:00,8885.77
2026-01-22,13:15,8843.30
2026-01-22,13:30,8850.99
2026-01-22,13:45,8807.07
2026-01-22,14:00,8831.78
2026-01-22,14:15,8820.77
2026-01-22,14:30,8817.05
2026-01-22,14:45,8817.66
2026-01-22,15:00,8796.42
2026-01-22,15:15,8603.89
2026-01-22,15:30,8545.59
2026-01-22,15:45,8404.12
2026-01-22,16:00,8252.17
2026-01-22,16:15,7994.35
2026-01-22,16:30,7976.97
2026-01-22,16:45,8015.26
2026-01-22,17:00,7975.17
2026-01-22,17:15,8209.15
2026-01-22,17:30,8164.03
2026-01-22,17:45,8163.23
2026-01-22,18:00,8003.65
2026-01-22,18:15,7966.38
2026-01-22,18:30,7872.55
2026-01-22,18:45,7812.98
2026-01-22,19:00,7828.40
2026-01-22,19:15,7831.04
2026-01-22,19:30,7832.99
2026-01-22,19:45,7841.19
2026-01-22,20:00,7884.76
2026-01-22,20:15,7869.73
2026-01-22,20:30,7847.02
2026-01-22,20:45,7858.96
2026-01-22,21:00,7856.35
2026-01-22,21:15,7739.61
2026-01-22,21:30,7717.73
2026-01-22,21:45,7499.33
2026-01-22,22:00,7497.01
2026-01-22,22:15,7320.19
2026-01-22,22:30,7360.25
2026-01-22,22:45,7317.52
2026-01-22,23:00,7177.73
2026-01-22,23:15,6929.15
2026-01-22,23:30,6939.10
2026-01-22,23:45,7013.27
2026-01-22,24:00,7008.44
2026-01-23,00:15,6967.64
2026-01-23,00:30,6919.19
2026-01-23,00:45,6930.80
2026-01-23,01:00,6966.07
2026-01-23,01:15,6944.27
2026-01-23,01:30,6986.79
2026-01-23,01:45,7037.91
2026-01-23,02:00,7065.43
2026-01-23,02:15,7041.72
2026-01-23,02:30,7057.22
2026-01-23,02:45,7022.73
2026-01-23,03:00,7060.18
2026-01-23,03:15,7135.80
2026-01-23,03:30,7187.85
2026-01-23,03:45,7167.93
2026-01-23,04:00,7166.50
2026-01-23,04:15,7221.44
2026-01-23,04:30,7238.89
2026-01-23,04:45,7263.31
2026-01-23,05:00,7228.67
2026-01-23,05:15,7262.32
2026-01-23,05:30,7329.46
2026-01-23,05:45,7236.81
2026-01-23,06:00,7184.37
2026-01-23,06:15,7248.35
2026-01-23,06:30,7252.95
2026-01-23,06:45,7239.31
2026-01-23,07:00,7262.12
2026-01-23,07:15,6983.02
2026-01-23,07:30,7191.79
2026-01-23,07:45,7231.34
2026-01-23,08:00,7262.07
2026-01-23,08:15,7288.26
2026-01-23,08:30,7337.20
2026-01-23,08:45,7376.61
2026-01-23,09:00,7397.21
2026-01-23,09:15,7451.78
2026-01-23,09:30,7678.19
2026-01-23,09:45,7868.90
2026-01-23,10:00,8035.74
2026-01-23,10:15,8355.43
2026-01-23,10:30,8399.55
2026-01-23,10:45,8404.79
2026-01-23,11:00,8386.74
2026-01-23,11:15,8543.42
2026-01-23,11:30,8625.03
2026-01-23,11:45,8504.24
2026-01-23,12:00,8288.46
2026-01-23,12:15,8308.41
2026-01-23,12:30,8216.46
2026-01-23,12:45,8215.84
2026-01-23,13:00,8000.94
2026-01-23,13:15,8138.35
2026-01-23,13:30,8021.15
2026-01-23,13:45,8183.05
2026-01-23,14:00,8200.28
2026-01-23,14:15,8209.05
2026-01-23,14:30,8221.67
2026-01-23,14:45,8209.58
2026-01-23,15:00,8178.70
2026-01-23,15:15,8065.12
2026-01-23,15:30,7954.49
2026-01-23,15:45,7852.10
2026-01-23,16:00,7718.92
2026-01-23,16:15,7542.03
2026-01-23,16:30,7590.76
2026-01-23,16:45,7679.91
2026-01-23,17:00,7975.08
2026-01-23,17:15,8197.94
2026-01-23,17:30,8212.89
2026-01-23,17:45,8249.17
2026-01-23,18:00,8201.21
2026-01-23,18:15,8261.73
2026-01-23,18:30,8350.75
2026-01-23,18:45,8271.84
2026-01-23,19:00,8531.20
2026-01-23,19:15,8440.71
2026-01-23,19:30,8470.28
2026-01-23,19:45,8488.03
2026-01-23,20:00,8475.99
2026-01-23,20:15,8435.08
2026-01-23,20:30,8543.11
2026-01-23,20:45,8575.40
2026-01-23,21:00,8687.76
2026-01-23,21:15,8608.82
2026-01-23,21:30,8682.59
2026-01-23,21:45,8593.50
2026-01-23,22:00,8648.81
2026-01-23,22:15,8664.27
2026-01-23,22:30,8598.65
2026-01-23,22:45,8465.40
2026-01-23,23:00,8389.71
2026-01-23,23:15,8344.58
2026-01-23,23:30,8300.36
2026-01-23,23:45,8261.78
2026-01-23,24:00,8046.49
2026-01-24,00:15,8248.74
2026-01-24,00:30,8334.47
2026-01-24,00:45,8326.89
2026-01-24,01:00,8322.89
2026-01-24,01:15,8321.98
2026-01-24,01:30,8336.52
2026-01-24,01:45,8331.31
2026-01-24,02:00,8309.33
2026-01-24,02:15,8285.24
2026-01-24,02:30,8251.29
2026-01-24,02:45,8143.63
2026-01-24,03:00,8112.39
2026-01-24,03:15,8187.68
2026-01-24,03:30,8291.68
2026-01-24,03:45,8296.81
2026-01-24,04:00,8289.50
2026-01-24,04:15,8311.42
2026-01-24,04:30,8257.70
2026-01-24,04:45,8243.78
2026-01-24,05:00,8210.96
2026-01-24,05:15,8185.61
2026-01-24,05:30,8180.46
2026-01-24,05:45,8264.28
2026-01-24,06:00,8231.07
2026-01-24,06:15,8182.17
2026-01-24,06:30,8098.24
2026-01-24,06:45,7973.29
2026-01-24,07:00,7974.89
2026-01-24,07:15,7890.50
2026-01-24,07:30,7799.65
2026-01-24,07:45,7751.65
2026-01-24,08:00,7771.21
2026-01-24,08:15,7801.44
2026-01-24,08:30,7814.44
2026-01-24,08:45,7730.46
2026-01-24,09:00,7734.84
2026-01-24,09:15,7819.62
2026-01-24,09:30,8147.64
2026-01-24,09:45,8558.53
2026-01-24,10:00,9096.95
2026-01-24,10:15,9433.36
2026-01-24,10:30,9643.97
2026-01-24,10:45,9755.98
2026-01-24,11:00,9596.36
2026-01-24,11:15,9494.35
2026-01-24,11:30,9564.26
2026-01-24,11:45,9504.84
2026-01-24,12:00,9393.63
2026-01-24,12:15,9335.11
2026-01-24,12:30,9266.54
2026-01-24,12:45,9126.25
2026-01-24,13:00,9074.38
2026-01-24,13:15,9025.72
2026-01-24,13:30,8977.41
2026-01-24,13:45,8934.45
2026-01-24,14:00,8928.34
2026-01-24,14:15,8896.18
2026-01-24,14:30,8931.06
2026-01-24,14:45,8904.93
2026-01-24,15:00,8907.31
2026-01-24,15:15,8924.57
2026-01-24,15:30,8802.82
2026-01-24,15:45,8675.21
2026-01-24,16:00,8549.17
2026-01-24,16:15,8415.54
2026-01-24,16:30,8303.18
2026-01-24,16:45,8307.75
2026-01-24,17:00,8343.85
2026-01-24,17:15,8368.29
2026-01-24,17:30,8337.48
2026-01-24,17:45,8730.30
2026-01-24,18:00,8915.91
2026-01-24,18:15,9083.10
2026-01-24,18:30,9104.18
2026-01-24,18:45,9053.81
2026-01-24,19:00,9171.88
2026-01-24,19:15,9163.18
2026-01-24,19:30,9146.47
2026-01-24,19:45,9149.09
2026-01-24,20:00,9145.47
2026-01-24,20:15,9156.76
2026-01-24,20:30,9135.20
2026-01-24,20:45,9191.49
2026-01-24,21:00,9217.30
2026-01-24,21:15,9277.73
2026-01-24,21:30,9275.25
2026-01-24,21:45,8997.17
2026-01-24,22:00,8907.65
2026-01-24,22:15,9000.36
2026-01-24,22:30,9122.64
2026-01-24,22:45,8980.38
2026-01-24,23:00,8837.32
2026-01-24,23:15,8628.77
2026-01-24,23:30,8636.82
2026-01-24,23:45,8573.66
2026-01-24,24:00,8345.21
2026-01-25,00:15,8366.13
2026-01-25,00:30,8309.21
2026-01-25,00:45,8265.11
2026-01-25,01:00,8193.27
2026-01-25,01:15,8119.88
2026-01-25,01:30,8094.48
2026-01-25,01:45,8053.94
2026-01-25,02:00,7923.50
2026-01-25,02:15,7895.70
2026-01-25,02:30,7906.27
2026-01-25,02:45,7849.45
2026-01-25,03:00,7760.72
2026-01-25,03:15,7794.19
2026-01-25,03:30,7812.72
2026-01-25,03:45,7771.66
2026-01-25,04:00,7767.33
2026-01-25,04:15,7610.75
2026-01-25,04:30,7614.06
2026-01-25,04:45,7575.88
2026-01-25,05:00,7489.02
2026-01-25,05:15,7526.63
2026-01-25,05:30,7665.18
2026-01-25,05:45,7681.56
2026-01-25,06:00,7657.85
2026-01-25,06:15,7945.58
2026-01-25,06:30,7933.48
2026-01-25,06:45,7882.76
2026-01-25,07:00,7925.80
2026-01-25,07:15,7727.23
2026-01-25,07:30,7732.23
2026-01-25,07:45,7627.15
2026-01-25,08:00,7501.75
2026-01-25,08:15,7538.79
2026-01-25,08:30,7473
2026-01-25,08:45,7362.59
2026-01-25,09:00,7448.99
2026-01-25,09:15,7471.40
2026-01-25,09:30,7541.57
2026-01-25,09:45,7646.92
2026-01-25,10:00,7858.02
2026-01-25,10:15,7999.90
2026-01-25,10:30,8157.33
2026-01-25,10:45,8303.83
2026-01-25,11:00,8384.46
2026-01-25,11:15,8287.14
2026-01-25,11:30,8307.91
2026-01-25,11:45,8385.67
2026-01-25,12:00,8330.05
2026-01-25,12:15,8253.57
2026-01-25,12:30,8223.14
2026-01-25,12:45,8245.61
2026-01-25,13:00,8259.61
2026-01-25,13:15,8236.31
2026-01-25,13:30,8232.62
2026-01-25,13:45,8309.59
2026-01-25,14:00,8303.64
2026-01-25,14:15,8276.35
2026-01-25,14:30,8192.92
2026-01-25,14:45,8155.17
2026-01-25,15:00,8086.38
2026-01-25,15:15,8072.13
2026-01-25,15:30,7978.06
2026-01-25,15:45,7896.35
2026-01-25,16:00,7891.69
2026-01-25,16:15,7885.82
2026-01-25,16:30,7915.87
2026-01-25,16:45,7951.17
2026-01-25,17:00,7958.92
2026-01-25,17:15,7982.87
2026-01-25,17:30,7895.56
2026-01-25,17:45,7989.17
2026-01-25,18:00,7884.53
2026-01-25,18:15,7985.29
2026-01-25,18:30,7998.35
2026-01-25,18:45,8040.92
2026-01-25,19:00,8007.77
2026-01-25,19:15,8122.36
2026-01-25,19:30,8082.86
2026-01-25,19:45,8137.68
2026-01-25,20:00,8095.06
2026-01-25,20:15,8078.70
2026-01-25,20:30,8056.82
2026-01-25,20:45,8006.63
2026-01-25,21:00,7929.98
2026-01-25,21:15,7931
2026-01-25,21:30,7916.13
2026-01-25,21:45,7807.05
2026-01-25,22:00,7825.86
2026-01-25,22:15,7838.62
2026-01-25,22:30,7807.66
2026-01-25,22:45,7708.69
2026-01-25,23:00,7583.83
2026-01-25,23:15,7527.31
2026-01-25,23:30,7488.06
2026-01-25,23:45,7438.58
2026-01-25,24:00,7429.66
2026-01-26,00:15,7604.66
2026-01-26,00:30,7530.85
2026-01-26,00:45,7539.24
2026-01-26,01:00,7506.59
2026-01-26,01:15,7446.75
2026-01-26,01:30,7477.30
2026-01-26,01:45,7411.95
2026-01-26,02:00,7421.94
2026-01-26,02:15,7407.88
2026-01-26,02:30,7417.79
2026-01-26,02:45,7298.83
2026-01-26,03:00,7269.69
2026-01-26,03:15,7381.19
2026-01-26,03:30,7401
2026-01-26,03:45,7360.68
2026-01-26,04:00,7330.10
2026-01-26,04:15,7405.49
2026-01-26,04:30,7349.73
2026-01-26,04:45,7370.03
2026-01-26,05:00,7273.52
2026-01-26,05:15,7355.53
2026-01-26,05:30,7488.03
2026-01-26,05:45,7582.73
2026-01-26,06:00,7537.75
2026-01-26,06:15,7638.33
2026-01-26,06:30,7743
2026-01-26,06:45,7712.77
2026-01-26,07:00,7757.40
2026-01-26,07:15,7447.48
2026-01-26,07:30,7563.63
2026-01-26,07:45,7539.08
2026-01-26,08:00,7482.23
2026-01-26,08:15,7502.41
2026-01-26,08:30,7550.90
2026-01-26,08:45,7643.19
2026-01-26,09:00,7569.51
2026-01-26,09:15,7867.45
2026-01-26,09:30,8067.06
2026-01-26,09:45,8163.64
2026-01-26,10:00,8412.60
2026-01-26,10:15,8734.67
2026-01-26,10:30,8676.17
2026-01-26,10:45,8836
2026-01-26,11:00,9034.79
2026-01-26,11:15,8861.74
2026-01-26,11:30,8798.64
2026-01-26,11:45,9076.75
2026-01-26,12:00,8794.52
2026-01-26,12:15,8680.50
2026-01-26,12:30,8650.02
2026-01-26,12:45,8673.51
2026-01-26,13:00,8620.40
2026-01-26,13:15,8473.88
2026-01-26,13:30,8544.08
2026-01-26,13:45,8446.59
2026-01-26,14:00,8489.09
2026-01-26,14:15,8402.11
2026-01-26,14:30,8388.49
2026-01-26,14:45,8438.67
2026-01-26,15:00,8420.47
2026-01-26,15:15,8150.11
2026-01-26,15:30,8040.88
2026-01-26,15:45,7940.28
2026-01-26,16:00,7897.97
2026-01-26,16:15,7922.09
2026-01-26,16:30,7887.12
2026-01-26,16:45,8030.65
2026-01-26,17:00,7964.23
2026-01-26,17:15,7987.19
2026-01-26,17:30,7961.12
2026-01-26,17:45,8183
2026-01-26,18:00,8300.30
2026-01-26,18:15,8245.99
2026-01-26,18:30,8204.39
2026-01-26,18:45,8225.51
2026-01-26,19:00,8233.21
2026-01-26,19:15,8287.55
2026-01-26,19:30,8291.44
2026-01-26,19:45,8319.82
2026-01-26,20:00,8269.30
2026-01-26,20:15,8287.75
2026-01-26,20:30,8242.50
2026-01-26,20:45,8234.23
2026-01-26,21:00,8161.47
2026-01-26,21:15,8066.53
2026-01-26,21:30,8101.61
2026-01-26,21:45,8015.33
2026-01-26,22:00,7870.74
2026-01-26,22:15,7830.62
2026-01-26,22:30,7799.40
2026-01-26,22:45,7630.87
2026-01-26,23:00,7558.74
2026-01-26,23:15,7408.14
2026-01-26,23:30,7366.02
2026-01-26,23:45,7325.24
2026-01-26,24:00,7323.59
2026-01-27,00:15,7373.94
2026-01-27,00:30,7359.63
2026-01-27,00:45,7303.11
2026-01-27,01:00,7276.74
2026-01-27,01:15,7252
2026-01-27,01:30,7246.95
2026-01-27,01:45,7218.28
2026-01-27,02:00,7188.60
2026-01-27,02:15,7207.44
2026-01-27,02:30,7123.79
2026-01-27,02:45,7076.76
2026-01-27,03:00,7024.46
2026-01-27,03:15,7105.45
2026-01-27,03:30,7078
2026-01-27,03:45,7090.17
2026-01-27,04:00,7060.73
2026-01-27,04:15,7080.01
2026-01-27,04:30,7060.31
2026-01-27,04:45,7189.12
2026-01-27,05:00,7179.10
2026-01-27,05:15,6994.80
2026-01-27,05:30,7124.87
2026-01-27,05:45,7142.15
2026-01-27,06:00,7166.29
2026-01-27,06:15,7376.96
2026-01-27,06:30,7371.81
2026-01-27,06:45,7472.60
2026-01-27,07:00,7443.01
2026-01-27,07:15,7164.77
2026-01-27,07:30,7314.97
2026-01-27,07:45,7310.21
2026-01-27,08:00,7344.87
2026-01-27,08:15,7426.42
2026-01-27,08:30,7374.92
2026-01-27,08:45,7481.59
2026-01-27,09:00,7559.62
2026-01-27,09:15,7410.52
2026-01-27,09:30,7439.18
2026-01-27,09:45,7598.48
2026-01-27,10:00,7932.49
2026-01-27,10:15,8197.39
2026-01-27,10:30,8275.48
2026-01-27,10:45,8284.61
2026-01-27,11:00,8472.04
2026-01-27,11:15,8610.17
2026-01-27,11:30,8488.17
2026-01-27,11:45,8115.93
2026-01-27,12:00,8014.97
2026-01-27,12:15,8025.13
2026-01-27,12:30,7952.57
2026-01-27,12:45,7977.58
2026-01-27,13:00,7903.68
2026-01-27,13:15,7972.50
2026-01-27,13:30,7996.81
2026-01-27,13:45,7979.60
2026-01-27,14:00,8176.47
2026-01-27,14:15,7989.77
2026-01-27,14:30,7971.01
2026-01-27,14:45,7932.03
2026-01-27,15:00,7755.40
2026-01-27,15:15,7723.23
2026-01-27,15:30,7707.41
2026-01-27,15:45,7707.26
2026-01-27,16:00,7659.67
2026-01-27,16:15,7611.96
2026-01-27,16:30,7714.79
2026-01-27,16:45,7829.92
2026-01-27,17:00,7696.10
2026-01-27,17:15,7909.73
2026-01-27,17:30,7773.62
2026-01-27,17:45,7837.01
2026-01-27,18:00,7757.30
2026-01-27,18:15,7881.94
2026-01-27,18:30,7882.93
2026-01-27,18:45,7956.25
2026-01-27,19:00,7982.87
2026-01-27,19:15,7945.84
2026-01-27,19:30,7976.64
2026-01-27,19:45,8002.65
2026-01-27,20:00,8059.16
2026-01-27,20:15,8085.17
2026-01-27,20:30,8032.10
2026-01-27,20:45,7959.77
2026-01-27,21:00,7916.41
2026-01-27,21:15,7849.15
2026-01-27,21:30,7836.59
2026-01-27,21:45,7555.22
2026-01-27,22:00,7514.60
2026-01-27,22:15,7661.51
2026-01-27,22:30,7882.90
2026-01-27,22:45,7758.38
2026-01-27,23:00,7671.23
2026-01-27,23:15,7597.01
2026-01-27,23:30,7577.49
2026-01-27,23:45,7507
2026-01-27,24:00,7456.47
2026-01-28,00:15,7775.02
2026-01-28,00:30,7691.67
2026-01-28,00:45,7626.11
2026-01-28,01:00,7646.35
2026-01-28,01:15,7593.53
2026-01-28,01:30,7579.79
2026-01-28,01:45,7612.89
2026-01-28,02:00,7583.04
2026-01-28,02:15,7619.20
2026-01-28,02:30,7550.44
2026-01-28,02:45,7507.45
2026-01-28,03:00,7397.42
2026-01-28,03:15,7607.95
2026-01-28,03:30,7599.20
2026-01-28,03:45,7639.27
2026-01-28,04:00,7634.67
2026-01-28,04:15,7682.72
2026-01-28,04:30,7687.69
2026-01-28,04:45,7693.69
2026-01-28,05:00,7722.22
2026-01-28,05:15,7668.02
2026-01-28,05:30,7703.10
2026-01-28,05:45,7797.31
2026-01-28,06:00,7812.44
